800,,,,,,
scooping,145,160,,,,
ACCEL,2011-03-17 12:09:24.013,110,1092,-0.75,0.01171875,0.3359375
ACCEL,2011-03-17 12:09:24.033,110,1093,-0.7890625,0.0078125,0.2304688
ACCEL,2011-03-17 12:09:24.053,110,1094,-0.8164063,0.00390625,0.2070313
ACCEL,2011-03-17 12:09:24.073,110,1095,-0.859375,0.0390625,0.125
ACCEL,2011-03-17 12:09:24.093,110,1096,-0.875,0.046875,0.1132813
ACCEL,2011-03-17 12:09:24.105,110,1097,-0.921875,0.078125,0.03515625
ACCEL,2011-03-17 12:09:24.125,110,1098,-0.890625,0.0625,0.01953125
ACCEL,2011-03-17 12:09:24.145,110,1099,-0.9101563,0.06640625,0.046875
ACCEL,2011-03-17 12:09:24.165,110,1100,-0.9335938,0.0546875,0.0859375
ACCEL,2011-03-17 12:09:24.185,110,1101,-1,0.0859375,0.171875
ACCEL,2011-03-17 12:09:24.205,110,1102,-0.9921875,0.1210938,0.1210938
ACCEL,2011-03-17 12:09:24.225,110,1103,-0.9140625,0.08984375,0.1289063
ACCEL,2011-03-17 12:09:24.245,110,1104,-0.875,0.1054688,0.1679688
ACCEL,2011-03-17 12:09:24.265,110,1105,-0.8867188,0.1445313,0.203125
ACCEL,2011-03-17 12:09:24.281,110,1106,-0.9140625,0.2460938,0.125
ACCEL,2011-03-17 12:09:24.301,110,1107,-0.859375,0.2578125,0.03515625
ACCEL,2011-03-17 12:09:24.321,110,1108,-0.8828125,0.2734375,0.09375
ACCEL,2011-03-17 12:09:24.341,110,1109,-1.019531,0.40625,0.01953125
ACCEL,2011-03-17 12:09:24.361,110,1110,-0.984375,0.3984375,0.015625
ACCEL,2011-03-17 12:09:24.381,110,1111,-0.9492188,0.5273438,-0.1054688
ACCEL,2011-03-17 12:09:24.401,110,1112,-0.8632813,0.6640625,-0.3476563
ACCEL,2011-03-17 12:09:24.421,110,1113,-0.8671875,0.5429688,-0.34375
ACCEL,2011-03-17 12:09:24.458,110,1114,-1.347656,0.484375,-0.15625
ACCEL,2011-03-17 12:09:24.478,110,1115,-1.113281,0.5078125,-0.828125
ACCEL,2011-03-17 12:09:24.498,110,1116,-0.9648438,0.6015625,-0.7304688
ACCEL,2011-03-17 12:09:24.518,110,1117,-0.8320313,0.6679688,-0.8671875
ACCEL,2011-03-17 12:09:24.538,110,1118,-0.5820313,0.5117188,-0.8984375
ACCEL,2011-03-17 12:09:24.558,110,1119,-0.3515625,0.4804688,-0.734375
ACCEL,2011-03-17 12:09:24.578,110,1120,-0.2382813,0.4882813,-0.7773438
ACCEL,2011-03-17 12:09:24.590,110,1121,-0.140625,0.59375,-1.152344
ACCEL,2011-03-17 12:09:24.610,110,1122,-0.09765625,0.5898438,-1.1875
ACCEL,2011-03-17 12:09:24.630,110,1123,-0.1054688,0.609375,-1.148438
ACCEL,2011-03-17 12:09:24.650,110,1124,-0.08984375,0.6210938,-1.207031
ACCEL,2011-03-17 12:09:24.670,110,1125,-0.05859375,0.5820313,-1.199219
ACCEL,2011-03-17 12:09:24.690,110,1126,0.01953125,0.4960938,-1.226563
ACCEL,2011-03-17 12:09:24.710,110,1127,0.1210938,0.4570313,-1.25
ACCEL,2011-03-17 12:09:24.730,110,1128,0.1210938,0.4453125,-1.273438
ACCEL,2011-03-17 12:09:24.750,110,1129,0.2617188,0.46875,-1.253906
ACCEL,2011-03-17 12:09:24.750,110,1130,0.2851563,0.453125,-1.226563
ACCEL,2011-03-17 12:09:24.770,110,1131,0.2460938,0.3828125,-1.191406
ACCEL,2011-03-17 12:09:24.790,110,1132,0.1289063,0.375,-1.054688
ACCEL,2011-03-17 12:09:24.810,110,1133,0.046875,0.3789063,-0.9375
ACCEL,2011-03-17 12:09:24.830,110,1134,-0.07421875,0.3984375,-0.8398438
ACCEL,2011-03-17 12:09:24.850,110,1135,-0.05859375,0.3242188,-0.6875
ACCEL,2011-03-17 12:09:24.870,110,1136,0.03125,0.2695313,-0.5195313
ACCEL,2011-03-17 12:09:24.890,110,1137,-0.04296875,0.2578125,-0.2773438
ACCEL,2011-03-17 12:09:24.918,110,1138,-0.359375,0.1757813,-0.08203125
ACCEL,2011-03-17 12:09:24.938,110,1139,-0.2421875,0.2148438,-0.03125
ACCEL,2011-03-17 12:09:24.958,110,1140,-0.1992188,0.1835938,-0.0390625
ACCEL,2011-03-17 12:09:24.978,110,1141,-0.1171875,0.140625,-0.0546875
ACCEL,2011-03-17 12:09:24.998,110,1142,-0.03515625,0.1171875,-0.0859375
ACCEL,2011-03-17 12:09:25.018,110,1143,-0.1796875,0.171875,0.6914063
ACCEL,2011-03-17 12:09:25.038,110,1144,-0.3085938,-0.01953125,1.121094
ACCEL,2011-03-17 12:09:25.058,110,1145,-0.46875,-0.0546875,1.320313
ACCEL,2011-03-17 12:09:25.078,110,1146,-0.5976563,0.0078125,1.25
ACCEL,2011-03-17 12:09:25.078,110,1147,-0.6015625,0.02734375,1.207031
ACCEL,2011-03-17 12:09:25.098,110,1148,-0.6679688,0.0859375,1.339844
ACCEL,2011-03-17 12:09:25.118,110,1149,-0.71875,0.1132813,1.378906
ACCEL,2011-03-17 12:09:25.138,110,1150,-0.796875,0.1484375,1.179688
ACCEL,2011-03-17 12:09:25.158,110,1151,-0.9140625,0.1796875,1.230469
ACCEL,2011-03-17 12:09:25.178,110,1152,-0.9609375,0.2265625,1.15625
ACCEL,2011-03-17 12:09:25.198,110,1153,-0.8945313,0.2109375,0.9453125
ACCEL,2011-03-17 12:09:25.218,110,1154,-0.84375,0.21875,0.8203125
ACCEL,2011-03-17 12:09:25.230,110,1155,-0.7578125,0.1796875,0.7226563
ACCEL,2011-03-17 12:09:25.250,110,1156,-0.6757813,0.140625,0.6796875
ACCEL,2011-03-17 12:09:25.270,110,1157,-0.6054688,0.06640625,0.6601563
ACCEL,2011-03-17 12:09:25.290,110,1158,-0.578125,0.03515625,0.6445313
ACCEL,2011-03-17 12:09:25.310,110,1159,-0.5898438,0.08984375,0.5976563
ACCEL,2011-03-17 12:09:25.330,110,1160,-0.5976563,0.01953125,0.5742188
ACCEL,2011-03-17 12:09:25.350,110,1161,-0.6835938,0.0703125,0.5273438
ACCEL,2011-03-17 12:09:25.370,110,1162,-0.7070313,0.06640625,0.4765625
ACCEL,2011-03-17 12:09:25.390,110,1163,-0.8203125,0.2148438,0.2460938
ACCEL,2011-03-17 12:09:25.406,110,1164,-0.7617188,0.1914063,0.1679688
ACCEL,2011-03-17 12:09:25.426,110,1165,-0.7890625,0.1914063,0.1210938
ACCEL,2011-03-17 12:09:25.446,110,1166,-0.8125,0.1289063,0.04296875
ACCEL,2011-03-17 12:09:25.466,110,1167,-0.859375,0.109375,-0.0625
ACCEL,2011-03-17 12:09:25.486,110,1168,-0.9296875,0.08984375,0.07421875
ACCEL,2011-03-17 12:09:25.506,110,1169,-0.921875,0.1289063,0.03515625
ACCEL,2011-03-17 12:09:25.526,110,1170,-0.8515625,0.1523438,-0.0390625
ACCEL,2011-03-17 12:09:25.546,110,1171,-0.7773438,0.1875,-0.1445313
ACCEL,2011-03-17 12:09:25.558,110,1172,-0.6796875,0.2382813,-0.1914063
ACCEL,2011-03-17 12:09:25.578,110,1173,-0.5507813,0.5195313,-0.2695313
ACCEL,2011-03-17 12:09:25.598,110,1174,-0.6796875,0.4414063,-0.8320313
ACCEL,2011-03-17 12:09:25.618,110,1175,-0.5742188,0.4296875,-0.5117188
ACCEL,2011-03-17 12:09:25.638,110,1176,-0.625,0.40625,-0.5976563
ACCEL,2011-03-17 12:09:25.658,110,1177,-0.7539063,0.5820313,-0.7851563
ACCEL,2011-03-17 12:09:25.678,110,1178,-0.6914063,0.6171875,-0.7421875
ACCEL,2011-03-17 12:09:25.698,110,1179,-0.6914063,0.6953125,-0.7460938
ACCEL,2011-03-17 12:09:25.718,110,1180,-0.6484375,0.59375,-0.8320313
ACCEL,2011-03-17 12:09:25.750,110,1181,-0.671875,0.546875,-0.6953125
ACCEL,2011-03-17 12:09:25.770,110,1182,-0.6015625,0.5585938,-0.65625
ACCEL,2011-03-17 12:09:25.790,110,1183,-0.4335938,0.5546875,-0.828125
ACCEL,2011-03-17 12:09:25.810,110,1184,-1.1875,0.890625,-1.09375
ACCEL,2011-03-17 12:09:25.830,110,1185,-0.5078125,0.5195313,-1.191406
ACCEL,2011-03-17 12:09:25.850,110,1186,-0.5898438,0.5195313,-0.8828125
ACCEL,2011-03-17 12:09:25.870,110,1187,-0.5507813,0.5273438,-0.8398438
ACCEL,2011-03-17 12:09:25.890,110,1188,-0.34375,0.515625,-0.9414063
ACCEL,2011-03-17 12:09:25.902,110,1189,-0.1953125,0.5429688,-0.9921875
ACCEL,2011-03-17 12:09:25.922,110,1190,-0.0625,0.5390625,-0.9921875
ACCEL,2011-03-17 12:09:25.942,110,1191,-0.0078125,0.6601563,-1.105469
ACCEL,2011-03-17 12:09:25.962,110,1192,0.07421875,0.7382813,-1.300781
ACCEL,2011-03-17 12:09:25.982,110,1193,0.1328125,0.6914063,-1.394531
ACCEL,2011-03-17 12:09:26.002,110,1194,0.3164063,0.6289063,-1.386719
ACCEL,2011-03-17 12:09:26.022,110,1195,0.2226563,0.6757813,-1.28125
ACCEL,2011-03-17 12:09:26.042,110,1196,0.203125,0.6640625,-1.234375
ACCEL,2011-03-17 12:09:26.062,110,1197,0.21875,0.6328125,-1.191406
ACCEL,2011-03-17 12:09:26.083,110,1198,0.1679688,0.5585938,-1.128906
ACCEL,2011-03-17 12:09:26.103,110,1199,0.08203125,0.5195313,-1.003906
ACCEL,2011-03-17 12:09:26.123,110,1200,0,0.4921875,-0.8828125
ACCEL,2011-03-17 12:09:26.143,110,1201,-0.1328125,0.453125,-0.859375
ACCEL,2011-03-17 12:09:26.163,110,1202,-0.1914063,0.4492188,-0.8007813
ACCEL,2011-03-17 12:09:26.183,110,1203,-0.1953125,0.4179688,-0.7929688
ACCEL,2011-03-17 12:09:26.203,110,1204,-0.2226563,0.3789063,-0.609375
ACCEL,2011-03-17 12:09:26.199,110,1205,-0.2109375,0.3476563,-0.4492188
ACCEL,2011-03-17 12:09:26.219,110,1206,-0.1914063,0.296875,-0.3359375
ACCEL,2011-03-17 12:09:26.239,110,1207,-0.171875,0.28125,-0.140625
ACCEL,2011-03-17 12:09:26.259,110,1208,-0.2148438,0.2539063,-0.00390625
ACCEL,2011-03-17 12:09:26.279,110,1209,-0.34375,0.1132813,0.7109375
ACCEL,2011-03-17 12:09:26.299,110,1210,-0.1210938,0.203125,0.625
ACCEL,2011-03-17 12:09:26.319,110,1211,-0.1679688,0.1367188,0.7265625
ACCEL,2011-03-17 12:09:26.339,110,1212,-0.3789063,-0.00390625,1.089844
ACCEL,2011-03-17 12:09:26.359,110,1213,-0.4726563,-0.015625,1.128906
ACCEL,2011-03-17 12:09:26.386,110,1214,-0.453125,0.01171875,0.8710938
ACCEL,2011-03-17 12:09:26.406,110,1215,-0.421875,0.06640625,0.765625
ACCEL,2011-03-17 12:09:26.426,110,1216,-0.5351563,0.1796875,0.9179688
ACCEL,2011-03-17 12:09:26.446,110,1217,-0.6015625,0.1992188,1.011719
ACCEL,2011-03-17 12:09:26.466,110,1218,-0.6171875,0.2304688,1.011719
ACCEL,2011-03-17 12:09:26.486,110,1219,-0.6523438,0.2734375,1.007813
ACCEL,2011-03-17 12:09:26.506,110,1220,-0.7460938,0.3164063,1.070313
ACCEL,2011-03-17 12:09:26.526,110,1221,-0.828125,0.34375,1.148438
ACCEL,2011-03-17 12:09:26.546,110,1222,-0.8398438,0.3515625,1.191406
ACCEL,2011-03-17 12:09:26.567,110,1223,-0.7773438,0.3242188,1.152344
ACCEL,2011-03-17 12:09:26.587,110,1224,-0.7070313,0.2890625,1.117188
ACCEL,2011-03-17 12:09:26.607,110,1225,-0.59375,0.1953125,1.054688
ACCEL,2011-03-17 12:09:26.627,110,1226,-0.578125,0.1445313,0.9492188
ACCEL,2011-03-17 12:09:26.647,110,1227,-0.5507813,0.109375,0.921875
ACCEL,2011-03-17 12:09:26.667,110,1228,-0.5195313,0.07421875,0.9335938
ACCEL,2011-03-17 12:09:26.687,110,1229,-0.484375,0.015625,0.8632813
ACCEL,2011-03-17 12:09:26.688,110,1230,-0.515625,0.1054688,0.6367188
ACCEL,2011-03-17 12:09:26.708,110,1231,-0.5117188,0.0625,0.515625
ACCEL,2011-03-17 12:09:26.728,110,1232,-0.6171875,0.1289063,0.6445313
ACCEL,2011-03-17 12:09:26.748,110,1233,-0.6289063,0.1601563,0.6132813
ACCEL,2011-03-17 12:09:26.768,110,1234,-0.5898438,0.3085938,0.1914063
ACCEL,2011-03-17 12:09:26.788,110,1235,-0.5429688,0.3125,-0.125
ACCEL,2011-03-17 12:09:26.808,110,1236,-0.5976563,0.3164063,-0.03125
ACCEL,2011-03-17 12:09:26.828,110,1237,-0.6367188,0.3007813,-0.0703125
ACCEL,2011-03-17 12:09:26.844,110,1238,-0.6914063,0.4492188,-0.1992188
ACCEL,2011-03-17 12:09:26.864,110,1239,-0.6289063,0.1953125,-0.9140625
ACCEL,2011-03-17 12:09:26.884,110,1240,-0.671875,0.46875,-0.4453125
ACCEL,2011-03-17 12:09:26.904,110,1241,-0.59375,0.421875,-0.6132813
ACCEL,2011-03-17 12:09:26.924,110,1242,-0.5976563,0.4804688,-0.7265625
ACCEL,2011-03-17 12:09:26.944,110,1243,-0.6132813,0.5195313,-0.8046875
ACCEL,2011-03-17 12:09:26.964,110,1244,-0.5820313,0.4765625,-0.7382813
ACCEL,2011-03-17 12:09:26.984,110,1245,-0.578125,0.4492188,-0.7070313
ACCEL,2011-03-17 12:09:27.011,110,1246,-0.5429688,0.5273438,-0.8632813
ACCEL,2011-03-17 12:09:27.031,110,1247,-0.4453125,0.5664063,-0.9140625
ACCEL,2011-03-17 12:09:27.051,110,1248,-0.3945313,0.5078125,-0.90625
ACCEL,2011-03-17 12:09:27.071,110,1249,-0.46875,0.4453125,-0.7890625
ACCEL,2011-03-17 12:09:27.091,110,1250,-0.515625,0.4570313,-0.6445313
ACCEL,2011-03-17 12:09:27.111,110,1251,-0.421875,0.5195313,-0.7578125
ACCEL,2011-03-17 12:09:27.131,110,1252,-0.3046875,0.5117188,-0.8242188
ACCEL,2011-03-17 12:09:27.151,110,1253,-0.3203125,0.4960938,-0.7929688
ACCEL,2011-03-17 12:09:27.171,110,1254,-0.3671875,0.5117188,-0.78125
ACCEL,2011-03-17 12:09:27.172,110,1255,-0.6289063,0.7773438,-0.1796875
ACCEL,2011-03-17 12:09:27.192,110,1256,-0.5898438,0.5976563,-1.550781
ACCEL,2011-03-17 12:09:27.212,110,1257,-0.2578125,0.5351563,-1.222656
ACCEL,2011-03-17 12:09:27.232,110,1258,-0.1757813,0.4335938,-0.953125
ACCEL,2011-03-17 12:09:27.252,110,1259,0,0.4140625,-0.8984375
ACCEL,2011-03-17 12:09:27.272,110,1260,0.125,0.5039063,-1.1875
ACCEL,2011-03-17 12:09:27.292,110,1261,0.1601563,0.5859375,-1.402344
ACCEL,2011-03-17 12:09:27.312,110,1262,0.1328125,0.6289063,-1.417969
ACCEL,2011-03-17 12:09:27.328,110,1263,0.1640625,0.6054688,-1.414063
ACCEL,2011-03-17 12:09:27.348,110,1264,0.1992188,0.5820313,-1.410156
ACCEL,2011-03-17 12:09:27.368,110,1265,0.2578125,0.53125,-1.386719
ACCEL,2011-03-17 12:09:27.388,110,1266,0.2851563,0.46875,-1.277344
ACCEL,2011-03-17 12:09:27.408,110,1267,0.1914063,0.4609375,-1.117188
ACCEL,2011-03-17 12:09:27.428,110,1268,0.1328125,0.4375,-1.007813
ACCEL,2011-03-17 12:09:27.448,110,1269,0.08203125,0.4296875,-0.9648438
ACCEL,2011-03-17 12:09:27.468,110,1270,0.04296875,0.3789063,-0.890625
ACCEL,2011-03-17 12:09:27.480,110,1271,0.03125,0.3554688,-0.8046875
ACCEL,2011-03-17 12:09:27.500,110,1272,-0.1171875,0.3632813,-0.71875
ACCEL,2011-03-17 12:09:27.520,110,1273,-0.203125,0.375,-0.6015625
ACCEL,2011-03-17 12:09:27.540,110,1274,-0.265625,0.3828125,-0.515625
ACCEL,2011-03-17 12:09:27.560,110,1275,-0.2695313,0.3203125,-0.4179688
ACCEL,2011-03-17 12:09:27.580,110,1276,-0.296875,0.3203125,-0.3828125
ACCEL,2011-03-17 12:09:27.600,110,1277,-0.2734375,0.2695313,-0.3398438
ACCEL,2011-03-17 12:09:27.620,110,1278,-0.203125,0.3046875,-0.15625
ACCEL,2011-03-17 12:09:27.640,110,1279,-0.3398438,0.296875,-0.1367188
ACCEL,2011-03-17 12:09:27.672,110,1280,-0.2539063,0.28125,-0.2109375
ACCEL,2011-03-17 12:09:27.692,110,1281,-0.2539063,0.3007813,-0.07421875
ACCEL,2011-03-17 12:09:27.712,110,1282,-0.2539063,0.265625,-0.04296875
ACCEL,2011-03-17 12:09:27.732,110,1283,-0.2226563,0.2890625,0.1054688
ACCEL,2011-03-17 12:09:27.752,110,1284,-0.4023438,0.125,0.6796875
ACCEL,2011-03-17 12:09:27.772,110,1285,-0.3984375,0.08984375,1.109375
ACCEL,2011-03-17 12:09:27.792,110,1286,-0.4960938,0.08203125,1.269531
ACCEL,2011-03-17 12:09:27.812,110,1287,-0.4375,0.07421875,1.113281
ACCEL,2011-03-17 12:09:27.828,110,1288,-0.4140625,0.1015625,1.199219
ACCEL,2011-03-17 12:09:27.848,110,1289,-0.4921875,0.1953125,1.449219
ACCEL,2011-03-17 12:09:27.868,110,1290,-0.5507813,0.2148438,1.457031
ACCEL,2011-03-17 12:09:27.888,110,1291,-0.6210938,0.234375,1.335938
ACCEL,2011-03-17 12:09:27.908,110,1292,-0.6953125,0.25,1.296875
ACCEL,2011-03-17 12:09:27.928,110,1293,-0.765625,0.2773438,1.304688
ACCEL,2011-03-17 12:09:27.948,110,1294,-0.7617188,0.265625,1.226563
ACCEL,2011-03-17 12:09:27.968,110,1295,-0.7109375,0.2265625,1.082031
ACCEL,2011-03-17 12:09:27.980,110,1296,-0.6445313,0.15625,1.03125
ACCEL,2011-03-17 12:09:28.000,110,1297,-0.6367188,0.1367188,0.9882813
ACCEL,2011-03-17 12:09:28.020,110,1298,-0.609375,0.09765625,0.859375
ACCEL,2011-03-17 12:09:28.040,110,1299,-0.6210938,0.06640625,0.8359375
ACCEL,2011-03-17 12:09:28.060,110,1300,-0.6523438,0.09375,0.8359375
ACCEL,2011-03-17 12:09:28.080,110,1301,-0.6328125,0.109375,0.7148438
ACCEL,2011-03-17 12:09:28.100,110,1302,-0.6484375,0.1484375,0.5898438
ACCEL,2011-03-17 12:09:28.120,110,1303,-0.6484375,0.1757813,0.5195313
ACCEL,2011-03-17 12:09:28.140,110,1304,-0.6210938,0.1992188,0.3242188
ACCEL,2011-03-17 12:09:28.141,110,1305,-0.6054688,0.2109375,0.1640625
ACCEL,2011-03-17 12:09:28.161,110,1306,-0.6757813,0.3007813,0.0078125
ACCEL,2011-03-17 12:09:28.181,110,1307,-0.671875,0.3125,-0.1367188
ACCEL,2011-03-17 12:09:28.201,110,1308,-0.6210938,0.25,-0.15625
ACCEL,2011-03-17 12:09:28.221,110,1309,-0.6054688,0.21875,-0.1210938
ACCEL,2011-03-17 12:09:28.241,110,1310,-0.625,0.2617188,-0.4296875
ACCEL,2011-03-17 12:09:28.261,110,1311,-0.6015625,0.3125,-0.7578125
ACCEL,2011-03-17 12:09:28.281,110,1312,-0.5664063,0.3671875,-0.7226563
ACCEL,2011-03-17 12:09:28.297,110,1313,-0.5039063,0.2929688,-0.703125
ACCEL,2011-03-17 12:09:28.317,110,1314,-0.5546875,0.2617188,-0.7109375
ACCEL,2011-03-17 12:09:28.337,110,1315,-0.5703125,0.3359375,-0.8398438
ACCEL,2011-03-17 12:09:28.357,110,1316,-0.4609375,0.3984375,-0.921875
ACCEL,2011-03-17 12:09:28.377,110,1317,-0.3359375,0.3789063,-0.8203125
ACCEL,2011-03-17 12:09:28.397,110,1318,-0.3203125,0.3476563,-0.828125
ACCEL,2011-03-17 12:09:28.417,110,1319,-0.4023438,0.3203125,-0.8359375
ACCEL,2011-03-17 12:09:28.437,110,1320,-0.3945313,0.3515625,-0.9023438
ACCEL,2011-03-17 12:09:28.453,110,1321,-0.2773438,0.3710938,-0.8789063
ACCEL,2011-03-17 12:09:28.473,110,1322,-0.2539063,0.4414063,-0.828125
ACCEL,2011-03-17 12:09:28.493,110,1323,-0.234375,0.4296875,-0.8671875
ACCEL,2011-03-17 12:09:28.513,110,1324,-0.203125,0.40625,-0.8984375
ACCEL,2011-03-17 12:09:28.533,110,1325,-0.1640625,0.4414063,-0.921875
ACCEL,2011-03-17 12:09:28.553,110,1326,-0.1328125,0.4921875,-0.859375
ACCEL,2011-03-17 12:09:28.573,110,1327,-0.1210938,0.5742188,-0.8867188
ACCEL,2011-03-17 12:09:28.593,110,1328,-0.125,0.5898438,-0.9726563
ACCEL,2011-03-17 12:09:28.614,110,1329,-0.1367188,0.6484375,-0.9921875
ACCEL,2011-03-17 12:09:28.634,110,1330,-0.1132813,0.6992188,-1
ACCEL,2011-03-17 12:09:28.654,110,1331,-0.09765625,0.6445313,-1.015625
ACCEL,2011-03-17 12:09:28.674,110,1332,-0.2539063,0.6796875,-1.027344
ACCEL,2011-03-17 12:09:28.694,110,1333,-0.25,0.5742188,-0.9765625
ACCEL,2011-03-17 12:09:28.714,110,1334,-0.2617188,0.5351563,-0.8242188
ACCEL,2011-03-17 12:09:28.734,110,1335,-0.2578125,0.546875,-0.8945313
ACCEL,2011-03-17 12:09:28.746,110,1336,-0.1914063,0.6328125,-0.9648438
ACCEL,2011-03-17 12:09:28.766,110,1337,-0.09765625,0.7617188,-1.152344
ACCEL,2011-03-17 12:09:28.786,110,1338,-0.046875,0.859375,-1.300781
ACCEL,2011-03-17 12:09:28.806,110,1339,0.00390625,0.7695313,-1.585938
ACCEL,2011-03-17 12:09:28.826,110,1340,-0.07421875,0.6445313,-1.4375
ACCEL,2011-03-17 12:09:28.846,110,1341,-0.01953125,0.6132813,-1.195313
ACCEL,2011-03-17 12:09:28.866,110,1342,-0.05078125,0.609375,-1.0625
ACCEL,2011-03-17 12:09:28.886,110,1343,-0.1015625,0.5039063,-1.058594
ACCEL,2011-03-17 12:09:28.906,110,1344,-0.140625,0.3476563,-0.859375
ACCEL,2011-03-17 12:09:28.922,110,1345,-0.2070313,0.3046875,-0.6210938
ACCEL,2011-03-17 12:09:28.942,110,1346,-0.2890625,0.2890625,-0.484375
ACCEL,2011-03-17 12:09:28.962,110,1347,-0.3828125,0.3203125,-0.4414063
ACCEL,2011-03-17 12:09:28.982,110,1348,-0.390625,0.25,-0.3515625
ACCEL,2011-03-17 12:09:29.002,110,1349,-0.421875,0.2460938,-0.21875
ACCEL,2011-03-17 12:09:29.022,110,1350,-0.4453125,0.234375,-0.140625
ACCEL,2011-03-17 12:09:29.042,110,1351,-0.4492188,0.1875,-0.1015625
ACCEL,2011-03-17 12:09:29.062,110,1352,-0.453125,0.2265625,-0.09765625
ACCEL,2011-03-17 12:09:29.094,110,1353,-0.328125,0.3007813,0.05078125
ACCEL,2011-03-17 12:09:29.114,110,1354,-0.5,0.2890625,0.3671875
ACCEL,2011-03-17 12:09:29.134,110,1355,-0.5507813,0.2304688,0.4257813
ACCEL,2011-03-17 12:09:29.154,110,1356,-0.578125,0.234375,0.484375
ACCEL,2011-03-17 12:09:29.174,110,1357,-0.5976563,0.2304688,0.6054688
ACCEL,2011-03-17 12:09:29.194,110,1358,-0.6289063,0.265625,0.765625
ACCEL,2011-03-17 12:09:29.214,110,1359,-0.6289063,0.2460938,0.9414063
ACCEL,2011-03-17 12:09:29.234,110,1360,-0.6484375,0.2578125,1.082031
ACCEL,2011-03-17 12:09:29.235,110,1361,-0.6523438,0.2382813,1.207031
ACCEL,2011-03-17 12:09:29.255,110,1362,-0.671875,0.3007813,1.242188
ACCEL,2011-03-17 12:09:29.275,110,1363,-0.6601563,0.2695313,1.226563
ACCEL,2011-03-17 12:09:29.295,110,1364,-0.65625,0.2734375,1.152344
ACCEL,2011-03-17 12:09:29.315,110,1365,-0.6289063,0.2421875,1.085938
ACCEL,2011-03-17 12:09:29.335,110,1366,-0.6054688,0.2226563,1.113281
ACCEL,2011-03-17 12:09:29.355,110,1367,-0.5898438,0.1953125,1.109375
ACCEL,2011-03-17 12:09:29.375,110,1368,-0.5664063,0.1484375,1.097656
ACCEL,2011-03-17 12:09:29.386,110,1369,-0.5546875,0.140625,0.9570313
ACCEL,2011-03-17 12:09:29.406,110,1370,-0.5546875,0.1757813,0.7773438
ACCEL,2011-03-17 12:09:29.426,110,1371,-0.5664063,0.1914063,0.796875
ACCEL,2011-03-17 12:09:29.446,110,1372,-0.609375,0.203125,0.8046875
ACCEL,2011-03-17 12:09:29.466,110,1373,-0.6015625,0.1796875,0.6835938
ACCEL,2011-03-17 12:09:29.486,110,1374,-0.5742188,0.1757813,0.5429688
ACCEL,2011-03-17 12:09:29.506,110,1375,-0.6015625,0.2890625,0.3359375
ACCEL,2011-03-17 12:09:29.526,110,1376,-0.5234375,0.2460938,0.1679688
ACCEL,2011-03-17 12:09:29.546,110,1377,-0.5429688,0.2265625,0.1679688
ACCEL,2011-03-17 12:09:29.563,110,1378,-0.5585938,0.2070313,-0.0078125
ACCEL,2011-03-17 12:09:29.583,110,1379,-0.6445313,0.3046875,-0.1132813
ACCEL,2011-03-17 12:09:29.603,110,1380,-0.6835938,0.3867188,-0.2304688
ACCEL,2011-03-17 12:09:29.623,110,1381,-0.5859375,0.4023438,-0.40625
ACCEL,2011-03-17 12:09:29.643,110,1382,-0.5273438,0.3828125,-0.6132813
ACCEL,2011-03-17 12:09:29.663,110,1383,-0.578125,0.5039063,-0.796875
ACCEL,2011-03-17 12:09:29.683,110,1384,-0.5234375,0.6835938,-1.03125
ACCEL,2011-03-17 12:09:29.703,110,1385,-0.4179688,0.6210938,-1.054688
ACCEL,2011-03-17 12:09:29.719,110,1386,-0.484375,0.5390625,-1.019531
ACCEL,2011-03-17 12:09:29.739,110,1387,-0.5546875,0.3945313,-0.9023438
ACCEL,2011-03-17 12:09:29.759,110,1388,-0.546875,0.4375,-0.6328125
ACCEL,2011-03-17 12:09:29.779,110,1389,-0.4140625,0.4648438,-0.7109375
ACCEL,2011-03-17 12:09:29.799,110,1390,-0.3007813,0.4492188,-0.78125
ACCEL,2011-03-17 12:09:29.819,110,1391,-0.296875,0.3867188,-0.7578125
ACCEL,2011-03-17 12:09:29.839,110,1392,-0.34375,0.3632813,-0.7382813
ACCEL,2011-03-17 12:09:29.859,110,1393,-0.3359375,0.4179688,-0.7109375
ACCEL,2011-03-17 12:09:29.875,110,1394,-0.2304688,1.316406,-0.90625
ACCEL,2011-03-17 12:09:29.895,110,1395,-0.00390625,0.765625,-1.421875
ACCEL,2011-03-17 12:09:29.915,110,1396,-0.1640625,0.5195313,-1.328125
ACCEL,2011-03-17 12:09:29.935,110,1397,-0.0703125,0.5195313,-1.171875
ACCEL,2011-03-17 12:09:29.955,110,1398,-0.06640625,0.5429688,-1.113281
ACCEL,2011-03-17 12:09:29.975,110,1399,0.01171875,0.4648438,-1.191406
ACCEL,2011-03-17 12:09:29.995,110,1400,0.03515625,0.421875,-1.144531
ACCEL,2011-03-17 12:09:30.015,110,1401,0.03515625,0.4335938,-0.9648438
ACCEL,2011-03-17 12:09:30.016,110,1402,-0.01171875,0.5117188,-0.9492188
ACCEL,2011-03-17 12:09:30.036,110,1403,-0.0234375,0.5585938,-1.136719
ACCEL,2011-03-17 12:09:30.056,110,1404,0.01171875,0.578125,-1.226563
ACCEL,2011-03-17 12:09:30.076,110,1405,0.0625,0.5546875,-1.230469
