800,,,,,,
slicing,70,90,,,,
ACCEL,2011-03-17 10:21:32.049,107,1313,0.921875,0.3789063,0.203125
ACCEL,2011-03-17 10:21:32.069,107,1314,1.011719,0.296875,0.21875
ACCEL,2011-03-17 10:21:32.089,107,1315,0.96875,0.3515625,0.2382813
ACCEL,2011-03-17 10:21:32.109,107,1316,0.9570313,0.2734375,0.1835938
ACCEL,2011-03-17 10:21:32.141,107,1317,0.9921875,0.25,0.1914063
ACCEL,2011-03-17 10:21:32.161,107,1318,1.035156,0.2460938,0.203125
ACCEL,2011-03-17 10:21:32.181,107,1319,1.027344,0.1914063,0.1757813
ACCEL,2011-03-17 10:21:32.201,107,1320,1.0625,0.1210938,0.1992188
ACCEL,2011-03-17 10:21:32.221,107,1321,1.082031,0.125,0.1835938
ACCEL,2011-03-17 10:21:32.241,107,1322,1.09375,0.1210938,0.234375
ACCEL,2011-03-17 10:21:32.261,107,1323,1.042969,0.171875,0.21875
ACCEL,2011-03-17 10:21:32.281,107,1324,1.179688,0.1132813,0.234375
